title,post_url,company_name,company_location,post_description
STAGE - Finance data analyst,https://fr.linkedin.com/jobs/view/stage-finance-data-analyst-at-stellantis-3766763206?refId=oU%2F9F6wDKZShoBKgvs1SgA%3D%3D&trackingId=ggOqo3ABxKQ8QEooyT7ErQ%3D%3D&position=91&pageNum=0&trk=public_jobs_jserp-result_search-card,Stellantis,Poissy,"        Au sein de la Direction du Contrôle de Gestion des Marques Stellantis – Marges, Ventes et Marketing, vous travaillerez en particulier sur l'élaboration d'outils de suivi financier en lien avec l'implémentation des nouveaux systèmes de consolidation Stellantis Elaboration de bases de données et tableaux de bord pour suivre les indicateurs clés de l'activité marketing des marques par régions / pays, activités, catégories de dépenses. Mise à jour de la base de données permettant l'allocation des frais marketing centraux aux marques /régions Harmonisation des natures de dépenses frais marketing utilisées au sein de Stellantis / Définition et accompagnement des changements de structure nécessaires Profil Ecole de Commerce Bac + 5 avec spécialité : Contrôle de Gestion / financeAisance avec Excel / manipulation de base de données Durée du contrat 6 moisAt Stellantis, we assess candidates based on qualifications, merit and business needs. We welcome applications from people of all gender identities, age, ethnicity, nationality, religion, sexual orientation and disability. Diverse teams will allow us to better meet the evolving needs of our customers and care for our future.      "
Assistant marketing Web,https://fr.linkedin.com/jobs/view/assistant-marketing-web-at-drink-dong-%F0%9F%9B%8E-%F0%9F%9B%8E-3767471466?refId=oU%2F9F6wDKZShoBKgvs1SgA%3D%3D&trackingId=agssUfB1XntrOxCS16IZ5g%3D%3D&position=90&pageNum=0&trk=public_jobs_jserp-result_search-card,Drink Dong 🛎 🛎,Ville de Paris,"        Drink Dong est le nouveau service de livraison et de récupération de boissons en emballages consignés! bouteilles en vert + fûts réutilisables Le réemploi d’emballages est l’avenir de la consommation courante, notamment poussée par la Loi AGEC obligeant les producteurs de boissons à utiliser de moins en moins d’emballages à usage unique.Points clés de notre environnement de travail :Bureaux modernesResponsabilitésDeviens notre Assistant E-commerce et Webmarketing (H/F)Dans le cadre de notre croissance, nous sommes à la recherche d'un profil d'Assistant E-commerce &amp; Webmarketing (H/F). Rattaché(e) au CMO et au fondateur de l'entreprise, ta mission sera de nous aider à améliorer notre visibilité en ligne, d'améliorer la conversion de notre site et la satisfaction de nos clients.Tu sauras notamment en charge de :Gérer les mises à jour du catalogue produits (actualisation de l’existant et intégration de nouveaux produits)Optimiser les fiches produites du site (textes, images et référencement)Gérer les animations commerciales (intégration promo catalogue, paramétrage newsletter, promotions paniers..)Gérer la création de nouvelles pages du site (mise en forme, intégration des modules, textes)Participer à l’optimisation des campagnes SEA et SEORépondre aux messages et avis clients (Trustpilot, Google, messagerie contact)Identifier tous les points d’amélioration du site (parcours clients, référencement, contenus) et participer à l’amélioration continueParticiper à la stratégie d’animation commerciale (réflexion sur comment mieux cibler et fidéliser les persona)QualificationsBac+4/5, stage de fin d’études de 6 mois ou alternanceBonne culture digitale (outils, réseaux sociaux, marketplaces, écosystème…)1ere expérience dans une entreprise/agence e-commerceConnaissances du fonctionnement d’un CMS ou d’une marketplaceExcellent relationnel, autonome, organisé(e) et rigoureux(se)Fort intérêt pour les sujets éco-responsables et les initiatives liés à l’économie circulaireA l’aise avec les outils informatiques/digitaux (Pack office, Slack/Microsoft Teams, CRM…)      "
Assistant informatique de proximité (Stage) H/F,https://fr.linkedin.com/jobs/view/assistant-informatique-de-proximit%C3%A9-stage-h-f-at-lvmh-client-services-3761872098?refId=oU%2F9F6wDKZShoBKgvs1SgA%3D%3D&trackingId=I6XuW4Ju1co8Vj99iJJckg%3D%3D&position=83&pageNum=0&trk=public_jobs_jserp-result_search-card,LVMH Client Services,Neuilly-sur-Seine,"        Stagiaire Assistant Informatique H/F En 2017, le Leader Mondial du Luxe créé LVMH Client Services, une Maison dédiée et experte du Service Client à distance afin de développer l’expérience client à l’ère du digital.Nos ambassadeurs des 20 Maisons du Groupe LVMH que nous représentons accompagnent notre clientèle internationale tout au long de leur expérience d’achat en ligne. Au sein d’LVMH Client Services, l’e-Retail est synonyme d’Hypercare, d’Humilité et du Plaisir de représenter des Maisons d’Excellence et de Savoir-Faire du Groupe LVMH. Développez votre carrière en devenant notre prochain(e) Assistant Informatique H/F pour rejoindre nos 200 talents en stage de 6 mois à partir de février 2024 H/F.Vos missions : En rejoignant nos talents vous serez rattaché(e) à l’IT &amp; Project Manager.Votre mission principale sera de contribuer à l’entretien, la maintenance, la mise à jour et l’installation des ordinateurs, serveurs, applications, réseaux et autres équipements informatiques de notre Maison.Intégré(e) à l'équipe informatique, vous évoluerez dans un environnement international au sein d’une équipe multidisciplinaire aux missions très variées : Être le support de proximité ou via des outils de prise en main à distance.Prendre en charge l’ensemble des étapes des tickets du diagnostic à la résolution en veillant à la satisfaction des utilisateurs (Poste de travail, Environnement Microsoft 365°, VPN, Accès outils Salesforce, Téléphonie).Participer aux intégrations des nouveaux collaborateurs : installation et configuration de nouveaux postes de travailConfigurer et mettre à jour d'outils de messagerie.En charge de la rédaction des procédures techniques.Gestion de parc : entrées, sorties, changements de matériels.Être en relation avec les Equipes Réseau/Sécurité du Groupe sur de nouvelles fonctionnalités (Authentification renforcée, Accès à distance, Firewalls,…)Participer à divers projets internes de digitalisation des outils.Votre profil : Les exigences du métier :Vous êtes actuellement dans un cursus pédagogique BAC +2/3 en informatique spécialisation gestion et maintenance des équipements et réseaux informatiquesVous avez des connaissances de base sur les SI et le réseau informatique, système exploitation Windows.Vous êtes à l’aise à l’oral et à l’écrit aussi bien en français qu’en anglais.Les compétences comportementales :Vous êtes doté(e) d’un sens du service et faites preuve d’initiative.Vous êtes curieux(se) et faites preuve d’une très bonne capacité d’écoute et d’apprentissage.Pour se faire, LVMH Client Services vous offre :Un cadre de travail au sein duquel le bien-être est primordial dans des locaux basés à Neuilly-Sur-Seine (Métro : Pont de Neuilly).Un environnement multiculturel enrichissant (34 nationalités, 12 langues parlées); Au sein de LVMH Client Services, VOUS êtes acteur du processus de recrutement. Au-delà de l’envoi de votre CV, nous vous donnons l’occasion lors de deux entretiens, RH et managérial, de nous exposer votre parcours, vos motivations et vos aspirations professionnelles. Après réception de votre candidature, nous vous contacterons dans les plus brefs délais afin que vous puissiez commencer à écrire votre histoire au sein de LVMH Client Services.      "
Stagiaire Laboratoire Analyse Oral care & Parfums F/H,https://fr.linkedin.com/jobs/view/stagiaire-laboratoire-analyse-oral-care-parfums-f-h-at-givaudan-3747421118?refId=oU%2F9F6wDKZShoBKgvs1SgA%3D%3D&trackingId=SUe5Su7WKY6xmfeAUrPv4g%3D%3D&position=82&pageNum=0&trk=public_jobs_jserp-result_search-card,Givaudan,Argenteuil,"        Rejoignez-nous et célébrons ensemble la beauté de l’expérience humaine. Participez à la création pour des vies plus heureuses et plus saines, avec l’amour de la nature. Ensemble, avec notre passion et notre imagination, nous proposons des innovations pour l’alimentation, concevons des parfums inspirés et développons des solutions pour la beauté et le bien-être. Apprenez de nos experts et partagez vos idées et vos ambitions avec plus de 16 000 collaborateurs à travers le monde.En France, découvrez des professionnels passionnés et audacieux qui ont écrit l’histoire avec notre légendaire Ecole de Parfumerie. Inspirez-vous de notre héritage. Développez vos connaissances et expériences au sein de notre célèbre Centre de Création Européen ou dans l’un de nos 17 pôles d’innovation à travers le pays. Chaque jour, votre engagement, votre humilité et votre courage pour prendre des risques façonneront notre avenir. Notre monde s’enrichit de vos différences. Nous sommes Givaudan. Human by nature.Stagiaire Laboratoire Analyse Oral care &amp; Parfums F/H – Votre prochain stage ?L’industrie des arômes et parfums vous passionne ? Vous êtes intéressés par un stage en laboratoire de chimie analytique ?Nous vous proposons d’effectuer votre stage au sein de l’équipe Analyse Parfum &amp; Oral care qui après avoir réalisé la préparation d’échantillons, une étape clé dans le processus d’analyse, utilise des appareils tels que la chromatographie en phase ga-zeuse couplée avec la spectrométrie de masse, la technique « Headspace », etc…Les Analystes étudient les arômes et parfums : leurs compositions, leurs dosages, leurs comportements dans les produits de grande consommation et les parfums de luxe. Ils apportent des informations aux équipes internes (Recherche et Développe-ment, Evaluateurs et Parfumeurs).Ce stage vous intéresse ? Il pourrait être une opportunité parfaite si, comme pour nous, votre objectif est de toujours répondre aux besoins des clients, de délivrer de la valeur et d’allier curiosité et exigence.Dans ce stage passionnant, vous allez : Collaborer au support analytique de projetsen développement Participer à la préparation d’échantillons Réaliser l’interprétation des données qualitativement et quantitativement Rédiger et présenter en anglais les étapes et résultats du/des projets confiés.Vous serez amené à utiliser les techniques et matériels suivants : Manipulation au laboratoire : préparation d’échantillons, extraction de parfum de différentes matrices. Chromatographie GC/MS, GC/FID, Headspace, SPME, LC.Vous ?Vous souhaitez effectuer votre stage dans une entreprise qui favorise la créativité et le travail d’équipe ? Vous désirez collaborer et apprendre avec une équipe aussi qualifiée que passionnée par leur métier ? Alors rejoignez-nous !Votre profil comprend : Une formation en Ecole de chimie ou Université de niveau BAC+4 ou 5 (Master 1 ou 2) La pratique d’anglais professionnel et des outils du Pack Office Intérêt pour les manipulations en laboratoire, l’instrumentation et le traitement de donnéesDate de début souhaitée : 1er trimestre 2024 - Durée 6 mois Chez Givaudan, vous contribuez à la création d’expériences sensorielles et olfactives uniques qui touchent et inspirent le quotidien de nombreuses personnes dans le monde.Nous sommes inspirés et animés par un esprit d‘équipe qui permet d’évoluer, de collaborer et de valoriser ses compétences en côtoyant des équipes diversifiées, qualifiées et passionnées par leur métier, quelles que soient leurs régions ou divisions dans l’entreprise.Notre monde s’enrichit de vos différences.La diversité favorise l’innovation et permet de créer des liens plus étroits avec nos employés, nos clients et nos partenaires.Givaudan encourage la diversité et s’engage à créer un environnement où chacun a sa place et impacte notre univers.      "
Chargé de missions RH (reporting et SIRH) | stage | F/H,https://fr.linkedin.com/jobs/view/charg%C3%A9-de-missions-rh-reporting-et-sirh-stage-f-h-at-idex-3732025911?refId=oU%2F9F6wDKZShoBKgvs1SgA%3D%3D&trackingId=FExT0C8JbtnfSD4Ej7cTVw%3D%3D&position=81&pageNum=0&trk=public_jobs_jserp-result_search-card,IDEX,Boulogne-Billancourt,"        Premier groupe français indépendant de services à l’énergie et à l'environnement, nous sommes présents sur l’ensemble de la chaîne de valeur énergétique. Notre ambition, décarboner les territoires au travers nos activités :La production d’énergie (usines de valorisation énergétique des déchets, méthaniseurs, centrales biomasse, géothermie, solaire…)La distribution d’énergie (réseaux de chaleur et de froid) Les services énergétiques (maintenance ou travaux d'efficacité énergétique, gestion multi-technique de bâtiments…)En 2022, IDEX a réalisé un chiffre d'affaires de 2 milliards d’euros et accompagne plus de 12 000 clients de tous secteurs dans leur transition énergétique en proposant une énergie utile, locale et compétitive.Nous recherchons un Chargé de missions RH (reporting et SIRH) F/H en stage pour accompagner notre direction des ressources humaines.En tant que stagiaire en Ressources Humaines au sein d'IDEX, et au sein d'une équipe particulièrement dynamique, vous serez impliqué(e) dans des missions stratégiques liées à la mise du reporting social du Groupe et plus largement, du contrôle de gestion social du Groupe.Vous participerez également à la formalisation du Référentiel de la communauté RH.Vos responsabilités comprendront :Participer activement à la mise en oeuvre du reporting social, sur la base des indicateurs et/ou Kpi's, préalablement définis;Contribuer à la réalisation d'études RH stratégiques, dans le cadre du déploiement du nouveau SIRH du GroupeContribuer à l'analyse des besoins en termes de contrôle de gestion social et proposer des solutions adaptées.Participer à la collecte, à l'analyse et à la présentation des données sociales pour le reporting interne et externe.Collaborer avec les différents départements pour assurer la cohérence des informations et des données.Accompagner la création du Référentiel RH et mener la mise en forme des nombreux Process RH applicablesVotre profil :Étudiant(e) en Bac+4/5 en ressources humaines ou gestion en stage de fin d'études ou année de césure.Vous avez un intérêt marqué pour les systèmes d'information et les outils de gestion des ressources humaines.Vous avez une excellente maîtrise des outils informatiques et des logiciels de bureautique et de gestion de base de données.Vous êtes capable de travailler de manière autonome et en équipe.Vous êtes rigoureux(se), organisé(e) et savez respecter les délais.Ce que nous offrons:Une opportunité unique d'acquérir une expérience pratique dans un environnement en pleine évolution.L'occasion de contribuer directement à la mise en place de Process RH et au déploiement du reporting social d'un groupe en pleine croissance et au sein d'une équipe RH ambitieuse et en plein développement!Pour finir, nous sommes persuadés que la diversité est une chance ! Nous nous engageons à créer des équipes inclusives et diversifiées ou chacun pourra s’épanouir. C’est pourquoi nous recherchons des personnes talentueuses et motivées de tous horizons.Si ces sujets vous passionnent, et que vous voulez découvrir nos projets, alors faites #LeBondChoixIdex et rejoignez les 5 700 collaborateurs de la #TeamIdex.Pour en savoir plus, rendez-vous sur notre site idex.fr ou abonnez-vous sur nos réseaux sociaux : Linkedin ou Instagram @idex_Groupe      "
Stage - Chef de projet marketing opérationnel,https://fr.linkedin.com/jobs/view/stage-chef-de-projet-marketing-op%C3%A9rationnel-at-shopmium-3761457527?refId=TGNx8Tam7nqYrygT1MRAqA%3D%3D&trackingId=%2FTu7kR2SrSlly%2Ff5Byjwvw%3D%3D&position=97&pageNum=1&trk=public_jobs_jserp-result_search-card,Shopmium,Ville de Paris,"        SHOPMIUM, l’appli qui rembourse vos courses !Téléchargée par 7 millions d’utilisateurs, SHOPMIUM a remboursé 4,5 millions d’euros aux Français l’année dernière. Chaque semaine et simplement en prenant en photo leur ticket de caisse, les utilisateurs peuvent réaliser plus de 150€ d'économies sur leurs coursesL’application existe en France, en Belgique, au UK et aux Etats-Unis !Chez Shopmium, notre but est de transformer la manière de faire ses courses afin d’améliorer la vie de tous les jours. Dans cette optique, nous cherchons à intégrer à notre équipe des stagiaires en tant que chef de projet marketing opérationnel pour un stage de 6 mois (Janvier / Juin 2024)!En tant que Chef de projet marketing opérationnel, tu seras responsable de la mise en place opérationnelle de nos campagnes de A à Z :MISSIONS:Chaque semaine et en moyenne, 10 nouvelles campagnes sont mises en ligne dans l’application… grâce à toi !ETAPE 1 : INTÉGRATION ET MISE EN PLACE• Prise en charge de la relation avec nos clients (Nestlé, L’Oréal, Henkel, Heineken, …) : recueil du brief marketing, récupération des éléments créatifs / visuels, prise en compte des demandes spécifiques afin d’atteindre les objectifs.• Planification des différentes étapes de production et coordination des différents services internes : commerciaux, design, technique, community management, user happiness.• Être le/la garant(e) du respect des délais et de la qualité des offres mises en ligneETAPE 2 : LE SUIVI ET PILOTAGE MANAGEMENT DES PERFORMANCES• Analyse des résultats des campagnes en cours afin de proposer des recommandations et optimisations auprès du client• Mise en place des plans de communication (newsletter, notifications push, réseaux sociaux) et plan média (TV, affichage métro, plan influenceurs...)• Suivi des budgets chaque semaine afin d’estimer le revenuETAPE 3 : BILAN ET ANALYSE POST-CAMPAGNES• Analyser les données : KPIs, analyse des produits vendus (prix et distribution), du questionnaire, profil consommateur et ajouter des recommandations pour la revente• Présentation des résultats aux clients en binôme avec un commercialPourquoi effectuer un stage chez Shopmium?• Pour une expérience unique au sein d’une entreprise digitale et innovante générant des solutions médias et promotionnelles en partenariat avec des grandes marques de la grande consommation• Pour acquérir et approfondir tes compétences en gestion de projet et en relation clients• Pour découvrir l’univers d’une application mobile.• Pour travailler au contact de grands groupes de la grande consommation tels que Nestlé, Danone, Henkel, Procter &amp; Gamble, et bien d’autres• Pour travailler avec une équipe dynamique (grands fans d’emojis) dans de supers locaux en plein centre de ParisBonus :• Rémunération attractive• Remboursement du titre de transport (50%)• Tickets restaurant• Nos clients sont généreux avec nous &amp; nous envoient régulièrement des produits disponibles dans l’application ;)Chez Shopmium, nous avons également nos petits rituels :• MONDAY MEETING EUROPE : Chaque Lundi midi, nous partageons tous ensemble les infos de la semaine.• SHARE &amp; LEARN : Régulièrement, une équipe speech sur un projet sur lequel elle a travaillé dernièrement. Cela nous permet d’échanger régulièrement sur nos différents postes.• BRAINSTORMING : Chaque mois, nous nous réunissons pour échanger sur comment améliorer nos outils, l’app…      "
Stage - Assistant Chef de Projets (F/H),https://fr.linkedin.com/jobs/view/stage-assistant-chef-de-projets-f-h-at-herm%C3%A8s-3748933429?refId=TGNx8Tam7nqYrygT1MRAqA%3D%3D&trackingId=EBKFlsY8HWme%2FfxWDfu5%2FQ%3D%3D&position=96&pageNum=1&trk=public_jobs_jserp-result_search-card,Hermès,Pantin,"        Hermès Horizons est l’entité Sur-Mesure du Groupe Hermès dédiée au développement, à la production et à la commercialisation de produit artisanaux d’exception.Deux types de projets : les projets de Design et d’Habillage d’intérieur de moyens de transport (avion, voiture, bateaux, autres) et les projets de Collection Capsule (objets).Dans un contexte d’activités fortes, le/la stagiaire travaillera sous la supervision d’un chef de projet au sein de la Direction des Opérations. Il/Elle l’accompagnera dans ses tâches opérationnelles et abordera ainsi les différents aspects de la gestion de projet. Il prendra en charge progressivement de manière autonome un portefeuille de projets qui pourra comprendre la coordination d’activités de suivi design, conception, industrialisation, qualité, fabrication artisanale, achats, etc. En parallèle, il pilotera l’amélioration des processus.MISSIONSPilotage de Projet (80%)Cadrage et Suivi Projet :Cadrage et Organisation Projet (équipe, périmètre, suivi budget, rôles et responsabilités)Coordination des acteurs ProjetsPilotage Planning Animation du suivi hebdomadaire des projetsRelayer les informations et alertes aux équipes dédiées en internesDesign et Conception :Accompagner le design dans le processus créatifEtablir le plan d’analyse de risque et industrialisation Matières/ProduitsDéveloppement industriel pour les produits de Collection et assurance QualitéChiffrage de projets / produits, établissement de devis Codification ProduitsApprovisionnement :Récupération Cahier des charges pour achatsLancement et suiviRapprochement de facturesSuivi de la production : Assurer le Go Prod avec l’Atelier, le Design et la TechniqueSuivi de la production : planning, mise à jour, suiviGestion des Aléas Coordination des interacteurs projets (technique, qualité, design, production, fournisseurs)Logistique :Gestion des livraisonsGestion des expéditions / DouanesLien avec les magasinsAmélioration des processus (20%)Proposition d’outil de pilotage et d’aide à la décision Supply Chain (Commandes, approvisionnement, logistique)Mise en place d’un outil de suivi de modifications design vs. budgetPROFILEtudiant(e) de formation technique et/ou commerciale (Ecole d’ingénieur, Ecole de commerce, Université).Vous êtes d’une nature entrepreneur(e), autonome, vous avez une forte appétence pour le travail d’équipe et êtes à l’aise dans un environnement changeantVous maitrisez les outils informatiques (Word, Excel, Outil de requêtage) et les systèmes d’informations.Vous savez mettre en avant votre sens de l’organisation et votre rigueur au profit d’un projet grâce à votre capacité de formalisation et d’analyse.Vous aimez aussi les travaux manuels, l’artisanat, vous êtes orienté(e) terrain.Curieux(se), réactif(ve) et flexible, vous disposez d’une réelle aisance opérationnelle et n’avez pas peur de poser des questions.Vous êtes reconnu(e) pour votre bon relationnel et pour vos qualités humaines.Anglais courant.Une connaissance du design et du secteur de l’artisanat haut de gamme est un plus. Vous souhaitez vous investir dans une expérience formatrice à la croisée des univers de la supply chain et la gestion de projet.Stage conventionné de 6 mois à partir de janvier 2024.      "
STAGE - Data Scientist Renseignement F/H,https://fr.linkedin.com/jobs/view/stage-data-scientist-renseignement-f-h-at-thales-3761477667?refId=TGNx8Tam7nqYrygT1MRAqA%3D%3D&trackingId=97m0QxYjTxAMCz3kr2TRZA%3D%3D&position=95&pageNum=1&trk=public_jobs_jserp-result_search-card,Thales,Vélizy-Villacoublay,"        QUI SOMMES-NOUS ?Thales propose des systèmes d’information et de communication sécurisés et interopérables pour les forces armées, les forces de sécurité et les opérateurs d’importance vitale. Ces activités, qui regroupent radiocommunications, réseaux, systèmes de protection, systèmes d’information critiques et cybersécurité, répondent aux besoins de marchés où l’utilisation des nouvelles technologies numériques est déterminante. Thales intervient tout au long de la chaîne de valeur, des équipements aux systèmes en passant par le soutien logistique et les services associés.Au sein du site de Vélizy, nos équipes hautement qualifiées conçoivent et produisent des amplificateurs de puissance (tubes à ondes progressives, klystrons, gyrotrons, sous-systèmes pour les Grandes Infrastructures de Recherche, etc.) à destination des marchés Défense, Sécurité, Spatial et Scientifique. Chaque jour nos cadres, ingénieurs, techniciens et opérateurs mettent en commun leurs savoir-faire unique au service de l’innovation.QUI ETES-VOUS ?Vous êtes titulaire d'un Master 2 (BAC +5) d'une école d'Ingénieur ou d'un parcours universitaire et vous avez une expérience en analyse de donnéesVous faites preuve de motivation, d'autonomie et d'initiativeVous faites preuve d'une grande disponibilité et d'une très forte réactivitéVous êtes reconnu(e) pour votre esprit d'équipe et aimez le travail collaboratifCOMPÉTENCES :Vous avez une connaissance approfondie des technologies Big Data (Hadoop, MapReduce, LongoDB, Cassandra...)Vous maîtrisez les langages de programmation tels que C et Python et les frameworks Pure BackVous avez une compréhension approfondie du cloudVous maîtrisez un ou plusieurs des éléments suivants (liste non exhaustive) :Connaissance et configuration des systèmes de bases de données No-SQL (Mongo DB, Cassandra, Redis, Hbase...) et aptitude à les adapter au système d'exploitation (par exemple, ajustement des segments de rollback, définition des tablespaces)Outils de base de données No-SQL, outils de restauration des donnéesOutils et méthodes de connexion aux bases de données No-SQLFrameworks Big Data (Hadoop, Spark...)Vous avez une connaissance de DevOps, du Continuous Delivery et de DevSecOps, Digital stack et plateforme.Vous comprenez les enjeux business impliquant le traitement des donnéesVous avez des connaissances en mathématiques, statistiques, probabilités et modélisationVous avez une bonne capacité d'écouteATOUTS SUPPLÉMENTAIRES :[Les connaissances spécifiques liées au domaine / produit / projet sont à compléter par les Engineering Managers ou Talent Acquisition]CE QUE NOUS POUVONS FAIRE ENSEMBLE :En tant que ""Data Engineering Role"" chez Thales, vous serez en charge de :Utiliser vos compétences analytiques pour améliorer les outils et techniques, et collaborer ainsi à la conception et au développement de solutions innovantesÉtablir une documentation technique en rassemblant les données et les besoinsAgir en tant qu'interface entre l'équipe Data Engineering, les clients et les autres contributeur(ice)s internes de ThalesDéployer l'approche DevOps et Continuous Delivery sur un développementDéployer des technologies Back End (langages de programmation ou frameworks), notamment PHP, ASP, C++, C#, Java, Python, Ruby, REST, MongoDB, PaaS...Associer les outils nécessaires au travail quotidien des équipes DevOps/DevSecOps (ex : Build/CI/CD, Source Code Repository, Artifact Repository)Gérer et/ou interagir avec un cloud (privé ou public), dans tous ses aspects (Infrastructure as a Service=IaaS, Container as a Service=CaaS, Platform as a service=PaaS)[Autres informations spécifiques - à compléter par les Engineering Managers ou Talent Acquisition]VOTRE CARRIÈRE CHEZ THALESDifférentes opportunités vous permettront de découvrir d'autres domaines ou sites. Vous pourrez évoluer et développer vos compétences dans différents domaines :Explorez un espace attentif au développement personnelDéveloppez vos talents dans un autre domaine du groupe Thales, en découvrant de nouveaux produits, de nouveaux clients, un nouveau pays ou en vous orientant vers une solution plus complexeChoisissez entre une expertise technique ou un parcours de leadershipConstruisez une carrière internationale au sein d'un groupe d'ingénierie de premier planTous nos stages sont conventionnés et soumis à une gratification dont le montant est déterminé selon votre niveau d’études.Le poste pouvant nécessiter d'accéder à des informations relevant du secret de la défense nationale, la personne retenue fera l'objet d'une procédure d’habilitation, conformément aux dispositions des articles R.2311-1 et suivants du Code de la défense et de l’IGI 1300 SGDSN/PSE du 09 août 2021.Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.      "
Assistant chef de projet,https://fr.linkedin.com/jobs/view/assistant-chef-de-projet-at-health-events-formation-sant%C3%A9-3766566288?refId=TGNx8Tam7nqYrygT1MRAqA%3D%3D&trackingId=moELalPb58Q4eomKNDPn4Q%3D%3D&position=94&pageNum=1&trk=public_jobs_jserp-result_search-card,Health Events Formation Santé,Ville de Paris,"        Assistant(e) chef de projet (stage)Créé en 2017, Health Events Formation Santé est un organisme de formation continue opérantdans le secteur de la santé. Filiale du groupe Studi (Galileo Global Education), le leader françaisdu e-learning, depuis 2021, Health Events Formation Santé est en pleine croissance !Agréé par l’Agence Nationale du DPC, la société propose aux professionnels de santé libérauxou de centres de santé conventionnés des formations en e-learning. En d’autres termes, nousconcevons, produisons et proposons des formations en ligne destinées aux médecins, sages-femmes, infirmiers, masseur-kinésithérapeutes et pharmaciens.Nous avons pour ambition de devenir le leader du marché et recherchons actuellement un(e)Assistant(e) Chef de projet / Responsable pédagogique pour un stage dès que possible.Quelques chiffres :- De 1 formation DPC en 2019 à 100 en Juin 2023- Plus de 5 000 professionnels de santé formés- Une quarantaine de formateurs de renom- De nombreux projets à venirPrincipales missionsDirectement rattaché(e) à la responsable des opérations et en collaboration avec les troisresponsables pédagogiques, tu seras l’interlocuteur privilégié de nos formateurs et tu serasresponsable de nos nouvelles formations :Veille concurrentielleDémarchage et sélection de nouveaux intervenants jusqu’à la contractualisationSuivi des intervenants dans la conception pédagogique des formationsGestion administrativeParticipation à l’élaboration des supports pédagogiques de formation et validationGestion des tournages en collaboration avec les équipes de production (en amont, surle terrain et post-production)Validation des supports de formation numérique et mise en ligne sur notre LMSIdentification et mise en place d’outils permettant d’améliorer l’efficacité de l’équipeProfil recherché :Étudiant(e) issu(e) d’une formation d’école de commerce ou IAE, intéressé(e) par le secteurde la formation et/ou santé.Si tu te reconnais dans les points qui suivent, nous n’attendons plus que toi :Tu es quelqu’un d’organisé, fiable et rigoureux, qui sait gérer plusieurs sujets à la foisFlexible et réactif, tu sais travailler en autonomieTu apprécies le travail en équipe tout en étant en télétravailTu maîtrises les outils de bureautique : suite Microsoft Office (en particulierPowerpoint), etc.Tu apprends vite et tu es à l’aise dans un environnement qui évolue rapidementDoté(e) d’un bon relationnel, tu as le sens du détail et tu aimes résoudre les problèmesLa langue française n’a aucun secret pour toi (à l’écrit et à l’oral)Spécificités du poste :STAGE uniquement. Localisation : télétravail + réunions et tournages ad hoc à Paris (75) Rémunération : selon profilPériode : à partir de Janvier 2024Déroulement des entretiens1. Nous étudions votre candidature2. Entretien visio avec Samy et Blandine3. Entretien visio avec Grégoire et RomainPour candidater, envoyez votre CV à samy.behouche@healthevents.fr      "
STAGE - Finance data analyst,https://fr.linkedin.com/jobs/view/stage-finance-data-analyst-at-stellantis-3766763206?refId=TGNx8Tam7nqYrygT1MRAqA%3D%3D&trackingId=cgzaoe%2BOHoTiStZ7Wz7HGQ%3D%3D&position=93&pageNum=1&trk=public_jobs_jserp-result_search-card,Stellantis,Poissy,"        Au sein de la Direction du Contrôle de Gestion des Marques Stellantis – Marges, Ventes et Marketing, vous travaillerez en particulier sur l'élaboration d'outils de suivi financier en lien avec l'implémentation des nouveaux systèmes de consolidation Stellantis Elaboration de bases de données et tableaux de bord pour suivre les indicateurs clés de l'activité marketing des marques par régions / pays, activités, catégories de dépenses. Mise à jour de la base de données permettant l'allocation des frais marketing centraux aux marques /régions Harmonisation des natures de dépenses frais marketing utilisées au sein de Stellantis / Définition et accompagnement des changements de structure nécessaires Profil Ecole de Commerce Bac + 5 avec spécialité : Contrôle de Gestion / financeAisance avec Excel / manipulation de base de données Durée du contrat 6 moisAt Stellantis, we assess candidates based on qualifications, merit and business needs. We welcome applications from people of all gender identities, age, ethnicity, nationality, religion, sexual orientation and disability. Diverse teams will allow us to better meet the evolving needs of our customers and care for our future.      "
